number,alacrity,ability,observation,logical,result
3301,99,81,93,97,7
3302,91,69,95,80,4
3303,76,76,81,66,4
3304,67,81,73,79,9
3305,61,93,81,92,9
3306,100,80,83,100,7
3307,61,66,79,69,1
3308,80,81,95,61,6
3309,61,77,70,60,5
3310,65,81,99,94,1
3311,67,69,66,77,10
3312,81,79,77,71,11
3313,97,97,77,70,11
3314,72,93,87,62,5
3315,78,71,99,77,4
3316,95,96,67,87,12
3317,80,91,61,91,9
3318,67,67,70,93,2
3319,61,92,61,74,9
3320,71,99,87,87,5
3321,61,74,71,80,10
3322,61,64,67,79,2
3323,76,72,85,70,4
3324,71,88,63,70,12
3325,61,86,66,90,10
3326,87,76,65,81,7
3327,79,85,66,93,10
3328,84,86,73,64,12
3329,83,77,98,87,1
3330,90,93,90,83,12
3331,83,78,66,67,11
3332,70,79,70,63,12
3333,65,62,87,90,2
3334,93,82,68,73,11
3335,62,89,61,87,9
3336,96,82,99,81,4
3337,69,64,86,78,1
3338,96,68,77,64,3
3339,91,64,75,69,3
3340,99,88,63,62,11
3341,97,84,98,71,4
3342,90,62,65,79,7
3343,100,85,91,97,7
3344,73,89,82,67,5
3345,72,80,64,67,12
3346,82,95,89,82,5
3347,63,68,92,100,2
3348,73,76,76,83,10
3349,61,87,90,93,2
3350,95,79,87,96,8
3351,97,83,61,95,7
3352,75,83,62,95,10
3353,90,83,79,96,8
3354,88,71,90,73,4
3355,65,63,62,76,8
3356,90,68,86,97,8
3357,90,84,64,69,11
3358,95,81,70,75,11
3359,63,92,79,91,9
3360,94,67,91,88,3
3361,66,90,82,85,9
3362,72,79,68,67,12
3363,86,61,69,70,7
3364,79,100,100,71,5
3365,87,88,67,69,12
3366,98,97,93,77,11
3367,81,67,73,99,8
3368,70,83,84,86,2
3369,70,62,71,64,4
3370,82,100,77,62,12
3371,76,86,81,79,5
3372,84,94,77,93,9
3373,82,66,84,83,1
3374,99,92,78,92,11
3375,85,82,69,78,11
3376,95,82,71,69,11
3377,77,91,98,79,6
3378,66,70,60,85,10
3379,78,75,87,72,4
3380,94,72,96,67,4
3381,90,92,84,68,12
3382,80,80,87,74,4
3383,61,96,69,98,10
3384,95,60,65,85,7
3385,73,81,90,97,2
3386,71,93,81,97,10
3387,76,98,77,71,5
3388,95,94,79,95,7
3389,74,96,100,81,6
3390,68,73,80,80,1
3391,63,60,75,63,4
3392,64,79,98,98,1
3393,86,81,80,84,7
3394,97,99,81,87,12
3395,65,96,96,68,5
3396,70,88,73,81,9
3397,93,83,71,90,7
3398,70,75,93,94,2
3399,60,60,87,64,1
3400,81,82,90,85,1
3401,82,94,74,84,9
3402,76,61,62,64,7
3403,64,97,74,68,5
3404,65,85,90,93,2
3405,86,86,93,97,2
3406,69,90,61,60,12
3407,87,98,70,98,9
3408,94,98,62,73,12
3409,64,81,95,68,6
3410,75,70,99,72,4
3411,74,83,63,98,10
3412,95,84,99,71,4
3413,95,86,95,67,3
3414,75,71,98,80,1
3415,66,85,66,70,9
3416,74,64,72,62,3
3417,96,76,74,70,11
3418,82,92,82,78,12
3419,62,82,77,87,10
3420,75,80,63,62,12
3421,70,63,61,62,11
3422,96,85,68,71,11
3423,69,88,82,100,10
3424,68,83,87,95,2
3425,82,82,93,90,1
3426,89,100,79,87,12
3427,78,63,91,75,4
3428,98,63,66,88,7
3429,67,74,84,83,1
3430,80,85,87,71,6
3431,84,70,81,76,3
3432,76,74,82,71,4
3433,88,83,66,96,8
3434,74,74,87,71,4
3435,100,64,91,64,3
3436,69,82,72,96,10
3437,67,97,93,76,5
3438,70,67,63,91,8
3439,97,85,79,76,11
3440,65,76,84,91,2
3441,69,90,62,71,9
3442,98,71,62,85,7
3443,78,80,94,98,2
3444,96,61,81,66,3
3445,92,66,64,85,7
3446,67,81,65,93,10
3447,80,76,77,78,7
3448,93,68,61,76,7
3449,82,99,88,68,5
3450,80,72,77,72,3
3451,83,72,79,97,8
3452,83,71,88,93,2
3453,88,88,62,78,11
3454,66,89,75,64,5
3455,74,93,82,100,10
3456,99,92,77,67,11
3457,99,63,90,96,7
3458,86,96,61,71,12
3459,86,83,74,64,11
3460,95,61,97,61,4
3461,78,97,91,74,5
3462,79,89,78,81,9
3463,75,77,61,71,12
3464,71,77,69,68,12
3465,63,78,84,91,2
3466,80,92,91,66,5
3467,86,99,65,97,9
3468,66,98,60,66,12
3469,62,72,80,93,2
3470,67,87,62,84,9
3471,97,83,61,92,7
3472,87,63,77,71,3
3473,98,72,95,69,3
3474,91,75,95,89,4
3475,65,80,74,89,10
3476,92,71,78,66,3
3477,72,93,89,100,10
3478,72,73,68,76,10
3479,86,90,76,61,12
3480,62,93,90,61,5
3481,65,79,94,97,2
3482,70,89,83,100,10
3483,77,99,65,69,12
3484,65,90,94,87,6
3485,64,86,65,86,9
3486,76,91,95,80,6
3487,90,72,75,92,8
3488,82,95,65,75,12
3489,85,73,87,89,2
3490,66,100,64,87,9
3491,90,65,82,84,7
3492,98,99,92,88,12
3493,79,70,97,69,4
3494,69,72,72,67,5
3495,67,69,80,70,1
3496,79,67,68,63,3
3497,65,71,81,94,2
3498,60,87,73,97,10
3499,84,74,87,80,4
3500,73,69,68,91,8
3501,87,83,84,60,3
3502,85,86,61,63,12
3503,61,61,70,92,2
3504,79,77,84,80,1
3505,75,97,68,93,9
3506,75,63,62,61,11
3507,89,83,67,98,8
3508,82,95,80,95,9
3509,100,72,94,71,3
3510,85,92,88,89,9
3511,75,98,83,66,5
3512,68,89,94,90,1
3513,82,84,76,63,12
3514,97,81,76,68,11
3515,73,71,80,66,4
3516,76,71,91,77,1
3517,78,100,84,62,5
3518,73,75,62,92,10
3519,68,71,65,69,9
3520,84,64,95,89,1
3521,82,71,93,65,4
3522,67,65,87,62,4
3523,81,61,61,95,8
3524,95,98,86,99,10
3525,75,74,67,62,11
3526,68,73,69,82,10
3527,92,96,76,79,12
3528,60,84,92,96,2
3529,97,88,81,86,11
3530,74,60,93,90,1
3531,98,78,63,79,7
3532,91,87,82,84,11
3533,84,84,100,83,4
3534,66,80,84,65,6
3535,60,60,77,73,1
3536,97,78,89,90,7
3537,99,77,89,91,7
3538,66,68,86,95,2
3539,99,63,88,94,7
3540,66,66,72,95,2
3541,84,72,73,65,3
3542,63,63,68,98,2
3543,90,82,70,65,11
3544,78,71,69,81,8
3545,79,92,93,94,2
3546,96,95,65,97,8
3547,73,92,83,100,10
3548,73,66,90,76,1
3549,97,76,83,69,3
3550,60,65,87,80,1
3551,77,100,81,100,9
3552,85,87,81,91,10
3553,71,78,71,97,10
3554,70,87,70,99,10
3555,76,67,90,60,4
3556,65,80,74,90,10
3557,68,92,74,64,5
3558,72,93,84,68,5
3559,97,96,65,96,11
3560,71,86,88,62,6
3561,62,60,99,90,1
3562,65,68,73,88,2
3563,79,99,67,91,9
3564,87,74,82,84,7
3565,99,88,97,62,3
3566,91,61,98,99,2
3567,67,69,86,84,1
3568,70,60,64,88,8
3569,98,95,82,64,11
3570,60,65,77,84,2
3571,99,64,60,91,7
3572,90,71,73,69,3
3573,69,80,91,65,6
3574,89,99,69,68,12
3575,82,100,62,72,12
3576,69,63,71,84,2
3577,80,82,70,84,10
3578,89,85,89,87,3
3579,77,92,74,71,12
3580,88,71,76,95,8
3581,69,78,74,95,10
3582,66,89,96,66,6
3583,76,67,73,60,3
3584,75,79,79,64,5
3585,88,65,100,85,4
3586,85,86,90,69,6
3587,71,63,95,71,4
3588,66,60,60,61,7
3589,83,86,68,94,10
3590,99,75,73,81,7
3591,96,66,60,71,7
3592,97,65,81,61,3
3593,85,84,92,97,2
3594,67,73,95,94,1
3595,80,69,93,80,4
3596,86,99,90,63,5
3597,87,78,95,73,4
3598,77,71,63,95,8
3599,97,62,90,60,3
3600,78,63,86,72,4
3601,77,88,88,97,10
3602,92,75,73,83,7
3603,97,97,100,92,4
3604,84,67,97,74,4
3605,88,68,68,88,7
3606,61,98,95,74,5
3607,78,76,91,79,1
3608,66,67,93,87,1
3609,83,96,100,95,6
3610,87,81,72,76,11
3611,96,92,97,95,4
3612,96,98,71,97,9
3613,67,69,94,78,1
3614,69,100,78,66,5
3615,63,81,96,95,1
3616,100,90,100,91,3
3617,68,63,85,84,1
3618,64,96,60,72,9
3619,91,88,72,88,11
3620,76,86,68,96,10
3621,67,69,69,93,10
3622,63,72,68,81,10
3623,69,73,80,91,2
3624,64,82,65,74,9
3625,72,70,64,84,8
3626,65,70,74,62,6
3627,83,98,83,72,12
3628,90,90,77,64,11
3629,85,90,69,94,10
3630,88,90,62,68,12
3631,88,95,77,97,10
3632,94,65,90,62,3
3633,70,89,61,100,10
3634,90,85,62,92,8
3635,98,74,69,81,7
3636,64,80,79,67,5
3637,61,98,89,91,9
3638,61,82,83,87,2
3639,77,67,64,78,8
3640,81,87,92,64,6
3641,86,78,65,64,11
3642,60,78,82,92,2
3643,88,100,82,100,9
3644,69,95,98,100,2
3645,77,76,63,81,8
3646,94,91,81,87,11
3647,90,82,98,75,4
3648,74,84,78,85,10
3649,70,86,86,71,5
3650,85,96,82,75,12
3651,70,75,98,98,1
3652,77,80,71,74,12
3653,81,71,76,88,8
3654,72,92,80,96,10
3655,62,66,66,68,10
3656,80,74,65,70,11
3657,92,67,72,76,7
3658,74,64,72,61,3
3659,74,61,87,88,2
3660,84,96,93,62,5
3661,80,86,68,67,12
3662,71,60,86,92,2
3663,63,88,75,81,9
3664,68,60,70,100,2
3665,74,87,75,100,10
3666,85,100,90,98,9
3667,60,63,83,77,1
3668,99,98,76,81,11
3669,71,70,100,73,1
3670,76,88,71,88,9
3671,100,81,68,99,7
3672,71,65,79,81,2
3673,68,68,69,76,2
3674,88,78,88,79,3
3675,77,92,83,87,9
3676,70,94,79,92,9
3677,68,80,89,76,6
3678,78,68,93,79,1
3679,68,82,100,98,1
3680,72,61,76,75,1
3681,84,65,77,92,8
3682,97,76,79,87,7
3683,89,87,83,85,11
3684,61,68,100,73,1
3685,65,78,91,94,2
3686,98,83,98,74,3
3687,95,92,77,89,11
3688,63,81,66,70,9
3689,99,76,86,98,7
3690,60,75,77,64,6
3691,81,62,86,98,2
3692,70,86,74,94,10
3693,63,97,61,97,9
3694,98,61,93,60,3
3695,99,83,80,100,8
3696,81,61,65,75,7
3697,64,87,64,81,9
3698,91,62,87,81,3
3699,91,69,93,86,4
3700,79,85,94,70,6
3701,81,68,94,81,4
3702,81,64,91,84,1
3703,70,75,71,88,10
3704,79,83,62,62,12
3705,61,89,85,87,9
3706,82,70,88,75,4
3707,69,95,92,74,5
3708,84,64,71,65,3
3709,96,71,81,91,7
3710,61,81,63,92,10
3711,67,67,77,77,1
3712,95,98,78,83,12
3713,64,89,95,76,6
3714,78,83,69,83,9
3715,85,65,68,90,8
3716,78,61,98,89,1
3717,76,81,84,100,2
3718,71,69,64,65,11
3719,60,81,80,95,10
3720,95,84,64,85,7
3721,78,71,86,72,4
3722,80,94,60,72,12
3723,82,76,83,82,4
3724,69,86,64,67,12
3725,92,66,81,86,7
3726,85,93,73,64,12
3727,83,68,76,93,8
3728,100,91,71,79,11
3729,93,68,85,93,7
3730,62,92,75,66,5
3731,74,64,95,67,4
3732,75,67,80,84,2
3733,100,96,94,86,11
3734,90,84,79,68,11
3735,91,63,94,77,4
3736,94,76,66,99,8
3737,78,70,95,94,1
3738,98,76,84,96,7
3739,97,74,94,72,3
3740,95,63,72,96,8
3741,97,73,99,84,4
3742,87,69,99,91,1
3743,66,89,64,77,9
3744,77,74,72,92,8
3745,68,84,87,92,2
3746,86,66,99,73,4
3747,66,66,100,87,1
3748,64,97,71,66,5
3749,92,65,62,92,7
3750,86,73,71,71,11
3751,78,74,76,85,8
3752,84,75,85,82,4
3753,75,71,93,70,4
3754,74,83,77,96,10
3755,63,79,76,99,10
3756,80,90,97,72,6
3757,68,84,94,95,2
3758,66,72,85,62,6
3759,60,68,91,67,6
3760,61,60,63,68,2
3761,95,89,88,82,11
3762,82,82,75,89,8
3763,71,70,76,85,2
3764,71,100,92,92,5
3765,68,82,68,69,9
3766,67,75,72,77,10
3767,72,69,79,64,4
3768,91,88,64,99,8
3769,93,94,82,64,12
3770,87,96,97,77,6
3771,97,76,74,97,7
3772,80,65,89,69,4
3773,79,100,70,85,9
3774,97,83,62,97,7
3775,83,83,93,62,4
3776,76,60,97,92,1
3777,77,96,63,99,10
3778,75,76,60,63,12
3779,63,80,70,94,10
3780,67,64,63,85,8
3781,93,61,89,94,8
3782,99,73,77,90,7
3783,89,69,84,97,8
3784,84,73,69,63,11
3785,97,73,98,82,4
3786,66,93,62,99,10
3787,100,95,94,99,7
3788,95,89,74,90,7
3789,75,82,79,70,5
3790,88,82,98,99,2
3791,71,74,72,78,10
3792,73,96,61,84,9
3793,74,93,70,64,12
3794,76,70,81,88,2
3795,61,99,93,60,5
3796,93,73,86,76,3
3797,90,95,60,87,12
3798,92,65,65,68,7
3799,99,74,70,87,7
3800,93,82,86,64,3
3801,85,87,97,71,6
3802,83,87,91,86,6
3803,100,94,92,100,7
3804,74,86,60,63,12
3805,91,93,99,73,6
3806,80,87,98,91,1
3807,61,99,78,66,5
3808,88,86,82,94,8
3809,86,99,97,60,5
3810,65,75,84,66,6
3811,96,77,66,71,11
3812,82,68,82,91,8
3813,78,60,98,65,4
3814,78,88,79,97,10
3815,82,89,78,72,12
3816,86,61,100,67,4
3817,60,60,65,89,2
3818,68,68,62,89,8
3819,66,78,73,87,10
3820,77,74,95,84,1
3821,74,66,84,79,1
3822,66,87,76,68,5
3823,78,80,92,81,1
3824,86,67,96,77,4
3825,92,72,94,83,4
3826,86,97,99,68,6
3827,70,81,89,69,6
3828,65,91,83,95,10
3829,66,95,90,63,5
3830,100,85,79,79,11
3831,99,86,63,98,7
3832,80,71,79,68,3
3833,73,95,77,84,9
3834,80,76,98,71,4
3835,77,65,77,75,3
3836,77,89,66,74,12
3837,94,90,65,65,11
3838,86,93,65,69,12
3839,94,61,61,97,8
3840,99,92,74,96,7
3841,82,73,76,100,8
3842,82,83,72,94,10
3843,97,100,69,81,12
3844,96,97,83,79,12
3845,99,99,74,67,11
3846,92,72,93,67,4
3847,85,97,97,75,5
3848,69,85,67,68,12
3849,67,95,95,99,10
3850,71,71,85,61,4
3851,96,78,75,71,11
3852,91,85,68,76,11
3853,89,79,69,77,11
3854,84,60,98,74,4
3855,62,83,76,91,10
3856,64,77,61,60,12
3857,81,92,67,69,12
3858,94,96,87,73,12
3859,69,100,72,64,5
3860,98,67,99,87,4
3861,70,62,90,93,2
3862,60,69,63,88,10
3863,83,68,61,81,7
3864,98,90,87,91,7
3865,91,92,87,90,12
3866,71,90,97,65,6
3867,68,63,74,71,1
3868,99,79,85,81,3
3869,84,88,98,67,6
3870,84,64,75,66,3
3871,62,84,84,65,5
3872,82,69,94,80,4
3873,70,96,73,77,9
3874,62,86,90,83,6
3875,62,93,78,89,9
3876,86,98,70,96,9
3877,76,89,73,86,9
3878,83,96,63,97,10
3879,97,94,61,67,11
3880,92,94,88,90,12
3881,69,93,80,62,5
3882,61,98,83,73,5
3883,97,100,64,80,12
3884,100,64,62,89,7
3885,69,73,64,64,12
3886,83,74,85,60,4
3887,86,61,64,78,7
3888,93,97,87,70,12
3889,88,97,71,99,10
3890,69,70,79,80,2
3891,69,89,69,68,12
3892,84,96,92,92,5
3893,70,62,68,73,8
3894,77,63,97,77,4
3895,82,71,82,93,8
3896,75,100,87,85,5
3897,64,84,91,80,6
3898,72,82,64,93,10
3899,62,91,93,82,6
3900,87,70,62,69,11
3901,83,77,81,85,8
3902,60,79,92,100,2
3903,94,90,67,61,11
3904,87,64,80,97,8
3905,70,76,95,91,1
3906,79,81,66,87,10
3907,87,87,68,66,11
3908,92,84,94,81,4
3909,70,63,90,70,4
3910,72,60,91,88,1
3911,75,67,77,66,4
3912,100,89,79,60,11
3913,72,93,89,80,5
3914,97,77,83,98,8
3915,91,100,99,86,5
3916,74,85,82,67,5
3917,87,91,73,65,12
3918,97,96,75,97,7
3919,72,71,66,84,8
3920,76,69,88,68,4
3921,60,85,63,98,10
3922,74,97,67,77,9
3923,61,95,89,66,5
3924,87,98,73,69,12
3925,66,64,94,90,1
3926,82,87,83,89,10
3927,89,97,85,100,10
3928,99,88,61,95,7
3929,98,91,80,94,7
3930,71,86,74,72,5
3931,62,90,97,69,6
3932,87,86,79,60,11
3933,94,73,69,81,7
3934,98,64,83,98,7
3935,99,85,78,62,11
3936,60,66,86,85,1
3937,93,74,77,91,7
3938,87,65,67,63,3
3939,72,88,91,86,6
3940,61,65,82,94,2
3941,95,99,97,99,9
3942,84,83,73,68,11
3943,64,78,90,87,1
3944,72,84,67,93,10
3945,83,68,98,84,1
3946,83,74,73,86,8
3947,75,61,82,82,1
3948,86,90,64,95,10
3949,97,89,99,66,4
3950,100,92,62,80,11
3951,99,70,86,71,3
3952,86,65,64,68,7
3953,77,91,85,97,10
3954,70,82,77,71,5
3955,92,91,76,83,11
3956,100,81,100,69,3
3957,70,86,88,90,2
3958,65,83,73,64,5
3959,62,100,97,86,5
3960,65,62,65,65,3
3961,96,95,77,61,11
3962,86,62,78,93,8
3963,66,62,84,100,2
3964,63,96,66,99,10
3965,81,63,64,88,8
3966,78,99,62,69,12
3967,62,87,74,67,5
3968,69,73,83,98,2
3969,68,94,76,77,9
3970,83,67,96,97,2
3971,97,62,93,93,3
3972,81,93,74,67,12
3973,80,94,60,71,12
3974,63,87,70,83,9
3975,85,100,61,84,12
3976,87,93,90,98,10
3977,67,80,65,80,9
3978,63,87,81,85,9
3979,60,90,91,75,6
3980,82,98,69,72,12
3981,73,77,67,67,12
3982,79,97,82,95,9
3983,65,99,60,92,9
3984,84,94,66,99,10
3985,95,82,89,82,3
3986,81,95,80,89,9
3987,84,67,83,78,3
3988,78,83,64,61,12
3989,69,88,72,94,10
3990,91,98,82,74,12
3991,82,65,63,83,8
3992,61,70,98,68,6
3993,78,77,87,70,4
3994,66,70,73,94,2
3995,97,61,95,72,3
3996,62,99,88,73,5
3997,91,75,74,77,7
3998,81,95,72,86,9
3999,89,72,65,62,11
4000,89,89,99,63,4
4001,85,69,83,80,3
4002,68,90,61,72,9
4003,87,71,62,97,8
4004,73,98,87,99,10
4005,99,75,70,69,11
4006,85,81,76,91,8
4007,98,73,74,94,7
4008,76,93,68,90,9
4009,67,100,94,86,5
4010,89,86,70,90,8
4011,82,83,60,98,10
4012,70,79,85,67,6
4013,69,86,63,87,10
4014,71,72,80,87,2
4015,98,88,67,81,11
4016,99,66,96,84,3
4017,70,75,76,100,2
4018,77,85,72,85,9
4019,61,89,63,63,5
4020,83,91,74,99,10
4021,95,72,81,81,3
4022,93,81,79,70,11
4023,61,100,61,94,9
4024,60,64,99,83,1
4025,75,80,69,84,10
4026,83,79,60,76,11
4027,84,71,93,73,4
4028,89,78,68,87,7
4029,90,79,99,74,4
4030,91,96,67,81,12
4031,68,61,94,71,1
4032,90,83,95,61,4
4033,96,94,95,85,3
4034,78,89,98,89,6
4035,61,61,96,78,1
4036,81,60,67,67,3
4037,83,89,60,70,12
4038,90,61,74,68,3
4039,98,66,64,75,7
4040,75,83,65,97,10
4041,76,73,86,95,2
4042,68,69,63,86,10
4043,98,94,96,97,7
4044,86,89,96,69,6
4045,75,74,77,91,2
4046,89,83,93,76,4
4047,87,69,83,93,8
4048,66,84,83,100,10
4049,66,96,95,97,10
4050,64,61,81,96,2
4051,92,75,94,78,4
4052,64,93,74,91,9
4053,72,81,85,62,6
4054,95,90,82,72,11
4055,60,93,62,64,9
4056,98,89,71,95,7
4057,69,88,88,77,5
4058,68,94,97,62,6
4059,62,82,81,79,5
4060,60,72,88,70,6
4061,99,68,74,74,3
4062,79,87,92,80,6
4063,68,68,60,76,8
4064,84,61,76,82,7
4065,71,97,74,97,9
4066,83,91,100,99,1
4067,65,80,99,85,1
4068,61,98,69,77,9
4069,88,90,65,92,10
4070,94,71,88,64,3
4071,63,98,79,69,5
4072,97,77,93,89,3
4073,86,100,80,63,12
4074,88,70,96,97,2
4075,65,60,97,84,1
4076,68,65,69,61,4
4077,83,94,97,74,6
4078,97,98,90,85,12
4079,99,83,78,98,7
4080,80,75,91,100,2
4081,63,95,92,75,5
4082,78,72,66,97,8
4083,87,69,86,84,3
4084,60,89,63,64,9
4085,60,93,87,89,9
4086,82,60,97,94,1
4087,72,99,86,64,5
4088,67,89,100,76,6
4089,60,83,71,75,9
4090,67,83,78,74,5
4091,60,70,80,68,6
4092,81,66,69,61,3
4093,71,74,68,98,10
4094,61,100,91,68,5
4095,91,79,80,82,7
4096,81,79,64,63,11
4097,74,97,71,93,9
4098,81,98,82,94,9
4099,91,85,95,84,4
4100,62,78,80,75,6
4101,62,80,94,85,1
4102,96,64,65,65,3
4103,80,67,89,72,4
4104,74,64,88,77,1
4105,64,65,83,82,1
4106,74,93,85,69,5
4107,87,98,73,70,12
4108,99,70,93,92,3
4109,82,99,79,91,9
4110,73,94,97,76,6
4111,87,97,80,99,10
4112,85,97,67,69,12
4113,80,85,96,82,6
4114,63,61,95,98,2
4115,78,100,64,73,12
4116,98,76,100,73,4
4117,91,76,81,77,3
4118,62,88,61,81,9
4119,75,85,98,93,1
4120,83,84,92,79,6
4121,86,82,65,86,7
4122,89,63,65,83,7
4123,62,69,91,63,6
4124,100,98,99,84,3
4125,68,95,71,73,9
4126,80,63,93,72,4
4127,94,67,79,62,3
4128,91,72,70,72,11
4129,77,94,94,89,5
4130,63,77,73,75,9
4131,79,68,99,67,4
4132,86,83,61,91,8
4133,72,98,81,88,9
4134,82,64,73,63,3
4135,80,79,87,92,2
4136,79,60,91,61,4
4137,76,87,90,66,6
4138,94,63,98,92,4
4139,93,84,84,92,7
4140,64,67,60,69,10
4141,93,71,77,88,7
4142,82,87,83,76,5
4143,75,92,93,90,6
4144,78,84,91,82,6
4145,77,77,79,95,2
4146,69,99,88,81,5
4147,65,85,74,94,10
4148,90,95,91,84,5
4149,63,95,79,61,5
4150,63,100,86,84,5
4151,69,76,68,64,12
4152,63,94,64,60,5
4153,77,87,85,64,5
4154,66,92,86,98,10
4155,60,79,60,96,10
4156,98,64,97,81,3
4157,79,63,82,94,2
4158,99,85,68,81,11
4159,71,81,91,98,2
4160,94,83,67,84,7
4161,89,91,80,83,12
4162,95,87,66,83,11
4163,62,96,78,66,5
4164,96,82,88,72,3
4165,80,68,69,91,8
4166,66,75,80,79,1
4167,65,83,78,78,5
4168,60,82,78,90,10
4169,69,91,92,91,6
4170,74,77,78,74,6
4171,76,66,84,70,4
4172,74,60,70,77,8
4173,96,89,93,100,8
4174,69,88,82,72,5
4175,87,98,83,70,12
4176,87,87,98,61,4
4177,67,97,64,60,12
4178,66,87,63,67,9
4179,65,75,67,84,10
4180,75,77,92,99,2
4181,87,66,90,86,4
4182,63,76,91,97,2
4183,66,64,77,77,1
4184,97,65,95,61,3
4185,94,74,81,60,3
4186,89,85,65,81,11
4187,62,64,94,61,6
4188,71,75,97,73,6
4189,65,94,98,93,6
4190,98,100,77,91,12
4191,99,94,66,96,7
4192,83,73,95,64,4
4193,81,76,96,68,4
4194,67,67,90,94,2
4195,74,79,86,92,2
4196,94,77,62,78,7
4197,96,73,76,86,7
4198,80,86,73,83,9
4199,77,61,95,82,1
4200,86,96,91,97,10
4201,76,61,85,98,2
4202,66,97,80,67,5
4203,70,75,78,68,6
4204,80,89,62,74,12
4205,95,78,64,97,8
4206,86,90,66,86,12
4207,86,100,89,80,5
4208,74,79,91,85,1
4209,60,88,62,87,9
4210,96,87,98,94,4
4211,100,92,72,88,11
4212,67,82,77,65,5
4213,89,98,99,100,2
4214,82,94,89,68,5
4215,95,96,74,72,12
4216,90,92,99,86,6
4217,84,94,63,70,12
4218,71,82,69,80,9
4219,60,93,91,93,9
4220,89,91,72,72,12
4221,91,80,99,86,4
4222,60,62,99,86,1
4223,64,87,91,95,2
4224,94,71,86,88,7
4225,91,78,98,100,2
4226,96,100,75,72,12
4227,89,97,98,83,6
4228,94,78,64,61,11
4229,99,75,100,77,4
4230,97,61,79,68,3
4231,100,90,88,98,7
4232,81,80,81,96,8
4233,65,78,100,90,1
4234,97,88,66,92,7
4235,64,90,66,87,9
4236,67,98,64,98,9
4237,70,74,90,73,6
4238,97,90,78,76,11
4239,87,94,98,82,6
4240,65,97,98,77,6
4241,74,97,92,84,5
4242,67,85,65,96,10
4243,72,87,95,88,1
4244,99,83,66,91,7
4245,61,64,79,67,1
4246,69,66,68,99,8
4247,61,94,99,87,6
4248,61,88,75,64,5
4249,98,97,71,61,11
4250,80,64,71,68,3
4251,78,64,99,73,4
4252,84,68,69,85,8
4253,61,96,85,75,5
4254,70,93,85,96,10
4255,71,60,71,74,8
4256,99,64,92,88,3
4257,83,74,66,86,8
4258,85,71,76,98,8
4259,85,100,91,60,5
4260,93,96,91,60,12
4261,92,96,78,76,12
4262,87,100,70,62,12
4263,73,77,85,63,6
4264,96,95,94,82,11
4265,74,61,75,66,4
4266,88,61,84,91,8
4267,99,97,79,62,11
4268,99,67,100,85,4
4269,90,67,82,69,3
4270,78,74,65,91,8
4271,74,83,85,76,6
4272,100,62,93,84,3
4273,65,95,90,64,5
4274,74,96,72,70,12
4275,63,99,94,91,5
4276,84,67,79,87,8
4277,63,70,93,68,6
4278,70,92,61,100,10
4279,71,92,79,93,10
4280,77,89,90,82,6
4281,65,61,81,89,2
4282,81,60,97,85,1
4283,87,80,81,72,3
4284,61,73,87,78,1
4285,69,63,72,75,2
4286,62,93,63,69,9
4287,93,72,97,81,4
4288,82,68,90,73,4
4289,82,100,95,78,5
4290,71,79,74,70,5
4291,64,91,75,79,9
4292,65,62,95,70,1
4293,62,83,60,91,10
4294,92,99,65,74,12
4295,87,71,85,83,3
4296,80,88,87,86,5
4297,73,64,82,82,1
4298,73,87,88,69,6
4299,100,96,86,78,11
4300,70,87,73,76,9
4301,98,95,85,83,11
4302,98,82,88,81,3
4303,100,66,71,62,3
4304,85,81,70,82,7
4305,63,65,74,97,2
4306,78,60,90,67,4
4307,80,65,89,93,2
4308,79,92,60,97,10
4309,80,75,73,68,11
4310,65,90,82,95,10
4311,77,74,63,82,8
4312,67,87,83,65,5
4313,83,70,92,93,2
4314,83,79,68,94,8
4315,85,76,71,82,7
4316,72,93,98,97,1
4317,98,65,86,74,3
4318,71,89,94,77,6
4319,65,68,100,98,1
4320,89,65,65,88,7
4321,83,85,96,96,1
4322,65,68,92,83,1
4323,93,62,84,100,8
4324,63,89,81,60,5
4325,78,81,63,74,12
4326,86,91,73,60,12
4327,85,92,95,63,6
4328,69,69,89,77,1
4329,95,93,82,87,11
4330,64,96,88,78,5
4331,73,84,72,79,9
4332,61,99,68,92,9
4333,77,96,93,88,5
4334,63,63,99,100,2
4335,60,77,97,68,6
4336,76,66,68,92,8
4337,93,93,87,76,11
4338,81,65,95,83,1
4339,63,96,75,72,5
4340,75,92,90,70,5
4341,67,99,87,74,5
4342,96,65,73,82,7
4343,68,74,83,90,2
4344,79,88,83,89,10
4345,70,79,98,69,6
4346,94,67,85,70,3
4347,84,88,93,72,6
4348,92,65,87,93,8
4349,66,97,79,73,5
4350,74,70,68,93,8
4351,70,75,93,98,2
4352,63,60,88,65,1
4353,63,62,74,71,1
4354,94,85,62,67,11
4355,78,64,71,72,7
4356,92,90,78,69,11
4357,61,70,87,82,1
4358,72,100,65,72,12
4359,78,82,77,100,10
4360,98,95,79,83,11
4361,88,95,62,66,12
4362,67,90,86,70,5
4363,98,83,89,61,3
4364,100,62,61,61,11
4365,61,74,63,86,10
4366,78,88,98,90,1
4367,62,90,97,79,6
4368,91,70,62,65,11
4369,64,91,86,88,9
4370,75,83,97,93,1
4371,60,98,82,66,5
4372,84,65,89,92,2
4373,68,66,90,74,1
4374,99,78,88,98,7
4375,85,94,79,88,9
